schema,records,api,pattern,repetitions,configured_changes,sqlite_latency_median_ns,sqlite_latency_min_ns,sqlite_latency_max_ns,sqlite_throughput_median_ops_sec,sqlite_throughput_min_ops_sec,sqlite_throughput_max_ops_sec,sqlite_p50_ns_median,sqlite_p95_ns_median,sqlite_p99_ns_median,sqlite_max_ns_median,turso_latency_median_ns,turso_latency_min_ns,turso_latency_max_ns,turso_throughput_median_ops_sec,turso_throughput_min_ops_sec,turso_throughput_max_ops_sec,turso_p50_ns_median,turso_p95_ns_median,turso_p99_ns_median,turso_max_ns_median,turso_over_sqlite_latency_ratio,turso_over_sqlite_throughput_ratio
sqlite-turso-local-v1,500000,merge,random,3,5000,2387967291.0,2348370459,2495933459,4187.662049513391,4006.5170663670324,4258.271927103985,,,,,2567367083.0,2415527041,2599832167,3895.0409803941543,3846.4021358498717,4139.883276098667,,,,,1.0751265700648995,0.9301230458285812
sqlite-turso-local-v1,500000,put,append,3,5000,2717946334.0,2457923333,2761084708,1839.624255068165,1810.882507701752,2034.23757481373,279500.0,748167.0,12239541.0,23958125.0,8786854625.0,8747404125,10057803833,569.031833731971,497.12641875106254,571.5981482677868,1572917.0,2405458.0,6392709.0,44932541.0,3.2329021787815773,0.30931959728422165
sqlite-turso-local-v1,500000,put,clustered,3,5000,2499850416.0,2435938041,4013959584,2000.1196743605478,1245.6528012714539,2052.5973632512437,270791.0,591542.0,12325542.0,22530958.0,10804152375.0,10692592541,11016313250,462.7850317596062,453.8723515328506,467.6134418129045,2065708.0,2534209.0,5717125.0,17335625.0,4.321919546005348,0.23137867083256497
sqlite-turso-local-v1,500000,put,random,3,5000,3431312208.0,3177530917,5142982417,1457.1684815921594,972.198540573,1573.5488121452006,375833.0,1043000.0,13051750.0,26992166.0,14392357583.0,14333467667,18672575959,347.4065990346093,267.77237436220196,348.8339399900779,2620791.0,4884917.0,8255083.0,58650292.0,4.194417969150303,0.23841210088144318
sqlite-turso-local-v1,1000000,batch,append,3,10000,74022334.0,65563750,87610083,135094.36219614474,114142.11307161985,152523.30746792245,,,,,21475333.0,19001875,23054916,465650.52099541365,433746.97179551644,526263.8555405716,,,,,0.29011964145848196,3.4468538392396524
sqlite-turso-local-v1,1000000,batch,clustered,3,10000,105571208.0,98487750,121145959,94722.79601082143,82545.05624904913,101535.47014730258,,,,,44212375.0,37440625,57251625,226181.01832348976,174667.53127094646,267089.55846757366,,,,,0.4187919778278941,2.387820333108095
sqlite-turso-local-v1,1000000,batch,random,3,10000,1155089709.0,1096123792,1175914375,8657.336241578445,8504.020541461618,9123.057151924315,,,,,1697984916.0,1641366625,1749822875,5889.3338249183835,5714.864140177617,6092.484060348187,,,,,1.4700026350940332,0.6802708894028833
sqlite-turso-local-v1,1000000,diff,append,3,10000,8112333.0,6971333,9818625,1232691.0150261337,1018472.5457994373,1434445.894350478,,,,,6246292.0,5625458,12180916,1600949.8115041691,820956.3221682179,1777633.0389454511,,,,,0.7699748025629618,1.298743798720905
sqlite-turso-local-v1,1000000,diff,clustered,3,10000,13191667.0,11921166,16312583,758054.3080719063,613023.7007836221,838844.1197782164,,,,,14370750.0,13675166,30996750,695857.9058156324,322614.4676458016,731252.5493292001,,,,,1.0893808947724348,0.9179525772837186
sqlite-turso-local-v1,1000000,diff,random,3,10000,524668334.0,513491333,530390375,19059.659887916925,18854.037462501088,19474.525386001013,,,,,761261417.0,673263750,1259317584,13136.091987176069,7940.808678488206,14853.02008313978,,,,,1.45093836938137,0.6892091498182418
