version,profile,records,run,workload,operations,total_ns,ns_per_op,ops_per_sec,nodes_read,nodes_written,bytes_read,bytes_written,cache_hits,cache_misses,cache_evictions,result_entries,num_nodes,num_leaves,num_internal,height,tree_bytes,db_bytes_before,db_bytes_after,wal_bytes_after,shm_bytes_after,fixture_bytes_after,sqlite_node_count,sqlite_node_payload_bytes,validated,status
current,normal,1000,1,clustered_batch_updates,100,633125,6331.250,157946.693,3,2,10814,7603,3,3,0,1000,8,7,1,1,42086,69632,86016,0,0,86016,10,49689,true,ok
current,normal,1000,1,random_batch_deletes,100,1103292,11032.920,90637.837,8,8,42086,37986,2,8,0,900,8,7,1,1,37986,69632,118784,0,0,118784,16,80072,true,ok
current,normal,1000,1,clustered_batch_deletes,100,883959,8839.590,113127.419,4,2,23773,3491,3,4,0,900,8,7,1,1,37974,69632,81920,0,0,81920,10,45577,true,ok
current,normal,1000,1,identical_diff,1,1458,1458.000,685871.056,0,0,0,0,0,0,0,1000,8,7,1,1,42086,69632,69632,0,32768,102400,8,42086,true,ok
current,normal,1000,1,append_sparse_diff,100,64208,642.080,1557438.325,4,0,11260,0,0,4,0,1100,8,7,1,1,46200,69632,86016,0,32768,118784,10,49773,true,ok
current,normal,1000,1,random_sparse_diff,100,270000,2700.000,370370.370,16,0,84172,0,2,16,0,1000,8,7,1,1,42086,69632,131072,0,32768,163840,16,84172,true,ok
current,normal,1000,1,clustered_sparse_diff,100,72542,725.420,1378511.759,4,0,15206,0,2,4,0,1000,8,7,1,1,42086,69632,86016,0,32768,118784,10,49689,true,ok
current,normal,1000,1,random_delete_diff,100,272750,2727.500,366636.114,16,0,80072,0,2,16,0,900,8,7,1,1,37986,69632,118784,0,32768,151552,16,80072,true,ok
current,normal,1000,1,clustered_delete_diff,100,61291,612.910,1631560.914,4,0,11094,0,2,4,0,900,8,7,1,1,37974,69632,81920,0,32768,114688,10,45577,true,ok
current,normal,1000,1,append_disjoint_sparse_merge,100,323917,3239.170,308721.061,6,2,14833,7687,12,6,0,1100,8,7,1,1,46200,69632,102400,0,0,102400,14,61033,true,ok
current,normal,1000,1,random_disjoint_sparse_merge,100,293333,2933.330,340909.478,6,2,22809,7603,0,6,0,1000,8,7,1,1,42086,69632,151552,0,0,151552,20,99378,true,ok
current,normal,1000,1,clustered_disjoint_sparse_merge,100,308292,3082.920,324367.807,6,2,22809,7603,0,6,0,1000,8,7,1,1,42086,69632,102400,0,0,102400,14,64895,true,ok
current,normal,1000,1,random_conflict_resolved_merge,50,434000,8680.000,115207.373,24,0,126258,0,0,24,0,1000,8,7,1,1,42086,69632,188416,0,0,188416,24,126258,true,ok
current,normal,1000,1,clustered_conflict_resolved_merge,50,104500,2090.000,478468.900,6,0,22809,0,0,6,0,1000,8,7,1,1,42086,69632,94208,0,0,94208,12,57292,true,ok
original,full,10000,1,sorted_stream_build,10000,5990000,599.000,1669449.082,0,0,0,0,0,0,0,10000,40,39,1,1,414221,0,483328,0,0,483328,40,414221,true,ok
original,full,10000,1,shuffled_batch_build,10000,5965417,596.542,1676328.746,0,0,0,0,0,0,0,10000,40,39,1,1,414221,0,483328,0,0,483328,40,414221,true,ok
original,full,10000,1,random_reads_cold_manager,1000000,608902709,608.903,1642298.491,40,0,414221,0,1999960,40,0,10000,40,39,1,1,414221,483328,483328,0,32768,516096,40,414221,true,ok
original,full,10000,1,random_reads_warm_manager,1000000,608139250,608.139,1644360.235,0,0,0,0,2000000,0,0,10000,40,39,1,1,414221,483328,483328,0,32768,516096,40,414221,true,ok
original,full,10000,1,clustered_reads_cold_manager,1000000,609023500,609.024,1641972.765,40,0,414221,0,1999960,40,0,10000,40,39,1,1,414221,483328,483328,0,32768,516096,40,414221,true,ok
original,full,10000,1,clustered_reads_warm_manager,1000000,603755667,603.756,1656299.153,0,0,0,0,2000000,0,0,10000,40,39,1,1,414221,483328,483328,0,32768,516096,40,414221,true,ok
original,full,10000,1,right_edge_reads_cold_manager,1000000,605591166,605.591,1651279.041,40,0,414221,0,1999960,40,0,10000,40,39,1,1,414221,483328,483328,0,32768,516096,40,414221,true,ok
original,full,10000,1,right_edge_reads_warm_manager,1000000,604400375,604.400,1654532.395,0,0,0,0,2000000,0,0,10000,40,39,1,1,414221,483328,483328,0,32768,516096,40,414221,true,ok
original,full,10000,1,append_batch_upserts,100,1015250,10152.500,98497.907,2,3,6995,11188,0,2,0,10100,41,40,1,1,418414,483328,499712,0,0,499712,43,425409,true,ok
original,full,10000,1,random_batch_updates,100,7097709,70977.090,14089.053,35,35,381623,381623,35,35,0,10000,40,39,1,1,414221,483328,921600,0,0,921600,75,795844,true,ok
original,full,10000,1,clustered_batch_updates,100,1248917,12489.170,80069.372,4,3,29031,23564,2,4,0,10000,40,39,1,1,414221,483328,512000,0,0,512000,43,437785,true,ok
original,full,10000,1,random_batch_deletes,100,6820125,68201.250,14662.488,35,35,381623,377523,33,35,0,9900,40,39,1,1,410121,483328,921600,0,0,921600,75,791744,true,ok
original,full,10000,1,clustered_batch_deletes,100,1051584,10515.840,95094.638,3,3,23564,19451,1,3,0,9900,40,39,1,1,410108,483328,512000,0,0,512000,43,433672,true,ok
original,full,10000,1,identical_diff,1,1416,1416.000,706214.689,0,0,0,0,0,0,0,10000,40,39,1,1,414221,483328,483328,0,32768,516096,40,414221,true,ok
original,full,10000,1,append_sparse_diff,100,208417,2084.170,479807.309,5,0,18183,0,0,5,0,10100,41,40,1,1,418414,483328,499712,0,32768,532480,43,425409,true,ok
original,full,10000,1,random_sparse_diff,100,3892708,38927.080,25689.058,70,0,763246,0,2,70,0,10000,40,39,1,1,414221,483328,921600,0,32768,954368,75,795844,true,ok
original,full,10000,1,clustered_sparse_diff,100,316667,3166.670,315789.141,6,0,47128,0,2,6,0,10000,40,39,1,1,414221,483328,512000,0,32768,544768,43,437785,true,ok
original,full,10000,1,random_delete_diff,100,3965167,39651.670,25219.619,70,0,759146,0,2,70,0,9900,40,39,1,1,410121,483328,921600,0,32768,954368,75,791744,true,ok
original,full,10000,1,clustered_delete_diff,100,3372375,33723.750,29652.693,43,0,433672,0,39,43,0,9900,40,39,1,1,410108,483328,512000,0,32768,544768,43,433672,true,ok
original,full,10000,1,append_disjoint_sparse_merge,100,698083,6980.830,143249.442,6,2,25101,11108,8,6,0,10100,40,39,1,1,418334,483328,524288,0,0,524288,46,443435,true,ok
original,full,10000,1,random_disjoint_sparse_merge,100,514458,5144.580,194379.327,6,2,29250,9750,0,6,0,10000,40,39,1,1,414221,483328,942080,0,0,942080,79,815344,true,ok
original,full,10000,1,clustered_disjoint_sparse_merge,100,701459,7014.590,142560.007,6,2,46026,15342,0,6,0,10000,40,39,1,1,414221,483328,557056,0,0,557056,47,468469,true,ok
original,full,10000,1,random_conflict_resolved_merge,50,5885917,117718.340,8494.853,84,0,987885,0,0,84,0,10000,40,39,1,1,414221,483328,1228800,0,0,1228800,96,1072811,true,ok
original,full,10000,1,clustered_conflict_resolved_merge,50,353000,7060.000,141643.059,6,0,46026,0,0,6,0,10000,40,39,1,1,414221,483328,528384,0,0,528384,44,444905,true,ok
current,full,10000,1,sorted_stream_build,10000,5639541,563.954,1773193.953,0,0,0,0,0,0,0,10000,39,38,1,1,416075,0,483328,0,0,483328,39,416075,true,ok
current,full,10000,1,shuffled_batch_build,10000,5770625,577.062,1732914.546,0,0,0,0,0,0,0,10000,39,38,1,1,416075,0,483328,0,0,483328,39,416075,true,ok
current,full,10000,1,random_reads_cold_manager,1000000,420244000,420.244,2379569.964,39,0,416075,0,1060746,39,0,10000,39,38,1,1,416075,483328,483328,0,32768,516096,39,416075,true,ok
current,full,10000,1,random_reads_warm_manager,1000000,409927917,409.928,2439453.276,0,0,0,0,1060800,0,0,10000,39,38,1,1,416075,483328,483328,0,32768,516096,39,416075,true,ok
current,full,10000,1,clustered_reads_cold_manager,1000000,411121042,411.121,2432373.675,39,0,416075,0,1060746,39,0,10000,39,38,1,1,416075,483328,483328,0,32768,516096,39,416075,true,ok
current,full,10000,1,clustered_reads_warm_manager,1000000,418315083,418.315,2390542.538,0,0,0,0,1060800,0,0,10000,39,38,1,1,416075,483328,483328,0,32768,516096,39,416075,true,ok
